Tstart,Tend,Bx,By,Bz,Bmag_avg,Ni_avg,Vx,Vy,Vz,VSW,Vth_mag_Ion,Vth_para_Ion,Vth_perp_Ion,Ne,Ue,Te,,Ti,Ti_para,Ti_perp, ,VA,Beta,Beta_para,Beta_perp,Omega_i,omega_pi,omega_pe,rho_i,rho_s,rho_c,d_i,d_e,sigma_i,Lperp,lambda_d, ,f_di,f_rhoi,f_rhos,f_rhoc,f_lambdad,f_lambdad scaled,,f_brk,k_brk,l_brk,,eps0,8.85E-12
2010-01-01T04:02:46.669000, 2010-01-01T04:12:46.693000,-3.916587E-10,2.563178E-09,1.358686E-09,2.949503E-09,3455912.55,-277362.567,-2316.856593,-15582.78192,277817.1271,18870.40303,21366.71736,17446.82035,3690851.088,251410.3615,178790.0671,,2.77E+04,1.84E+04,8.25E+08, ,3.460721E+04,0.2973235423,0.3811909285,0.2541555074,2.83E-01,2447.526426,108382.8181,6.18E+04,1.11E+05,1.89E+05,1.13E+05,2.77E+03,7.56E+04,442159690.5,54043.99613, ,3.90E-01,7.16E-01,3.98E-01,2.34E-01,0.8181476615,0.1740739705,,0.1379969813,0.00000312097607,320412.5817,,mu0,0.000001256637061
2010-01-01T05:19:03.484000, 2010-01-01T05:29:03.508000,-3.863329E-10,2.591893E-09,8.530160E-10,2.770242E-09,3978699.095,-280186.003,-752.7985984,-11864.25057,280441.7361,20008.45069,22451.05154,18661.25702,4106936.22,261926.1897,186991.8181,,3.05E+04,2.11E+04,1.02E+09, ,3.029328E+04,0.4362489755,0.5492636664,0.3794803445,2.65E-01,2626.13208,114328.9346,7.03E+04,1.23E+05,1.91E+05,1.06E+05,2.62E+03,8.46E+04,446336885.5,55304.06624, ,4.19E-01,6.35E-01,3.63E-01,2.34E-01,0.8070597984,0.1717148507,,0.5989770174,0.00001341984131,74516.52944,,mpi,1.67E-27
2010-01-01T06:29:19.016000, 2010-01-01T06:39:19.040000,1.294737E-09,2.276017E-09,6.666425E-11,2.681960E-09,3849455.234,-292825.0707,260.5246027,-5311.889143,292883.0022,20554.32401,24429.98788,18307.84133,4047585.167,242795.4965,178934.7237,,3.62E+04,2.03E+04,9.92E+08, ,2.981616E+04,0.4752290075,0.67134081,0.3770255871,2.57E-01,2583.126377,113499.8206,7.13E+04,1.12E+05,1.98E+05,1.03E+05,2.64E+03,9.51E+04,466137775.5,53488.63355, ,4.51E-01,6.54E-01,4.16E-01,2.35E-01,0.8714707117,0.1854193004,,0.389835096,0.000008363087407,119573.0657,,mpe,9.11E-31
2010-01-01T08:33:42.975000, 2010-01-01T08:43:42.999000,5.969589E-10,1.686185E-09,1.935860E-09,2.874568E-09,3991134.419,-292036.6482,1307.904916,-14969.68472,292449.5826,22077.0902,27808.99298,18520.441,4066962.747,255070.2792,173484.7357,,4.68E+04,2.08E+04,1.00E+09, ,3.138509E+04,0.494808198,0.7850977763,0.3482217306,2.75E-01,2630.232833,113771.1831,6.73E+04,9.15E+04,1.97E+05,9.56E+04,2.64E+03,1.01E+05,465447966.7,48818.0411, ,4.87E-01,6.92E-01,5.09E-01,2.37E-01,0.9534343376,0.2028583697,,0.2191988539,0.000004709416939,212340.5111,,e,1.60E-19
2010-01-01T08:50:28.259000, 2010-01-01T09:00:28.283000,-9.882187E-11,2.511566E-09,1.370961E-09,2.882320E-09,3896364.362,-289144.6348,-1871.556979,-12792.35438,289436.6981,22206.52148,26115.37801,19941.86329,4050809.829,260415.696,178294.0781,,4.13E+04,2.41E+04,9.94E+08, ,3.185015E+04,0.4861140133,0.672310208,0.3920202864,2.76E-01,2598.817596,113545.0236,7.22E+04,1.06E+05,1.98E+05,1.04E+05,2.64E+03,9.46E+04,460652812.2,52117.71657, ,4.45E-01,6.38E-01,4.34E-01,2.32E-01,0.8838699054,0.1880574267,,0.7029049875,0.00001525888845,65535.57314,,kb,1.38E-23
2010-01-01T11:18:48.246000, 2010-01-01T11:28:48.270000,-9.690389E-10,3.364008E-09,2.026713E-09,4.057721E-09,3816072.639,-285456.5364,-5252.687785,-14523.19746,285882.6916,17299.56046,18810.82439,16457.42566,4366272.764,257227.3231,174698.4111,,2.14E+04,1.64E+04,1.15E+09, ,4.530779E+04,0.1457888701,0.1723732582,0.1319404728,3.89E-01,2571.901512,117883.3879,4.23E+04,8.55E+04,1.59E+05,1.11E+05,2.54E+03,4.84E+04,454996435.2,46497.27531, ,4.10E-01,1.07E+00,5.32E-01,2.86E-01,0.9785442957,0.208200914,,0.2997012385,0.000006586892014,151816.6683,,c,3.00E+08
2010-01-01T11:30:38.486000, 2010-01-01T11:40:38.510000,-7.661160E-10,3.583879E-09,1.979488E-09,4.215119E-09,3586887.093,-289742.3728,-7908.477946,-14544.20232,290231.0195,16347.90862,17527.56148,15706.45091,4439618.359,256108.9544,172007.3015,,1.86E+04,1.49E+04,1.19E+09, ,4.854562E+04,0.1134029497,0.1303595782,0.1046781578,4.04E-01,2493.474152,118869.3797,3.89E+04,8.36E+04,1.59E+05,1.16E+05,2.52E+03,4.34E+04,461917013.9,45954.46054, ,4.00E-01,1.19E+00,5.52E-01,2.91E-01,1.005162521,0.2138643661,,0.1262754675,0.000002733726269,365801.072,,,
2010-01-01T14:39:25.985000, 2010-01-01T14:49:26.009000,5.178834E-10,3.351502E-09,2.045294E-09,4.082633E-09,4920350.372,-300353.6304,-7489.484548,-10999.02366,300660.1431,21336.08853,24560.81373,19418.06572,5974597.337,270401.9175,166293.4828,,3.65E+04,2.28E+04,2.16E+09, ,4.014591E+04,0.2824535295,0.3742854111,0.2339533831,3.91E-01,2920.41138,137895.9457,4.97E+04,7.49E+04,1.56E+05,9.34E+04,2.17E+03,6.28E+04,478515479.7,41124.61529, ,5.12E-01,9.64E-01,6.39E-01,3.06E-01,1.163574361,0.247569013,,0.1262325291,0.000002638003043,379074.6196,,,
2010-01-01T15:53:03.181000, 2010-01-01T16:03:03.205000,-2.498582E-09,3.157250E-09,-5.331519E-10,4.113707E-09,4771280.061,-276897.6867,-13608.43916,9170.68992,277393.5514,23730.29398,25307.68503,22407.97147,5323157.525,265855.1129,181742.0602,,3.88E+04,3.04E+04,1.72E+09, ,4.107853E+04,0.333715493,0.3795552249,0.2975604579,3.94E-01,2875.831735,130161.2877,5.69E+04,8.70E+04,1.63E+05,9.84E+04,2.30E+03,6.42E+04,441485548.9,44702.10258, ,4.48E-01,7.76E-01,5.07E-01,2.71E-01,0.9876169653,0.2101312692,,0.4007375149,0.000009077024511,110168.2604,,,
2010-01-01T16:25:03.313000, 2010-01-01T16:35:03.337000,-1.526522E-09,3.857868E-09,-6.432509E-10,4.358997E-09,6214525.314,-286132.1405,-12178.15748,12190.72108,286728.2758,20454.26405,22972.20439,18968.65712,6267568.872,261451.7258,144069.5769,,3.20E+04,2.18E+04,2.38E+09, ,3.814008E+04,0.2876102858,0.3627789178,0.2473488354,4.18E-01,3282.086313,141236.4311,4.54E+04,6.82E+04,1.40E+05,8.47E+04,2.12E+03,5.50E+04,456342224.2,38823.20025, ,5.39E-01,1.00E+00,6.69E-01,3.27E-01,1.175436907,0.2500929589,,0.2720131831,0.000005960727908,167764.7454,,,
2010-01-01T16:40:27.269000, 2010-01-01T16:50:27.292000,-1.304557E-09,3.516154E-09,-1.161482E-09,4.478547E-09,7035891.468,-285531.4473,-12492.51311,16192.23979,286344.2681,19072.03797,19181.33839,18868.63408,7068544.504,264095.3659,132189.6776,,2.23E+04,2.16E+04,3.03E+09, ,3.682787E+04,0.2681890877,0.2712718392,0.262499102,4.29E-01,3492.252068,149989.9553,4.40E+04,7.57E+04,1.30E+05,8.49E+04,2.00E+03,4.47E+04,455731056.9,39598.79104, ,5.37E-01,1.04E+00,6.02E-01,3.52E-01,1.150871138,0.2448661995,,0.3475719536,0.000007626690092,131118.4784,,,
2010-01-01T17:06:12.132000, 2010-01-01T17:16:12.064000,-1.011687E-09,4.017584E-09,-9.258548E-11,4.279414E-09,9178149.614,-289209.1712,-9895.280874,12995.94439,289706.1024,19599.51249,20662.24665,19011.5311,8180070.27,267176.3316,123952.0029,,2.59E+04,2.19E+04,4.05E+09, ,3.081100E+04,0.4046494402,0.4497213323,0.3807348177,4.10E-01,3988.62846,161352.4984,4.64E+04,7.18E+04,1.23E+05,7.29E+04,1.86E+03,5.04E+04,461081582.4,37481.83338, ,6.32E-01,9.94E-01,6.42E-01,3.74E-01,1.230146823,0.2617333665,,0.2190922276,0.000004751701997,210450.9081,,,
2010-01-01T18:25:36.444000, 2010-01-01T18:35:36.468000,-1.468044E-09,3.279985E-09,7.120542E-10,3.795200E-09,11982261.53,-287453.8273,-7162.439164,1559.11342,287557.8395,21384.93098,21586.75834,21260.82384,9767190.777,266545.131,122217.1417,,2.82E+04,2.74E+04,5.78E+09, ,2.391466E+04,0.7996263861,0.8147910884,0.7903720776,3.64E-01,4557.381809,176312.0571,5.85E+04,8.61E+04,1.25E+05,6.54E+04,1.70E+03,5.94E+04,457662515.7,39021.12414, ,7.00E-01,7.83E-01,5.32E-01,3.67E-01,1.172858358,0.2495443314,,0.2975742334,0.000006502045134,153797.7635,,,
2010-01-01T18:52:50.180000, 2010-01-01T19:02:50.204000,-2.031884E-10,3.584105E-09,8.711004E-10,3.784690E-09,12633276.39,-292992.0088,-8529.717895,503.1324431,293127.6058,21722.40243,23921.35046,20476.85251,10041255.62,271131.2418,120773.4876,,3.47E+04,2.54E+04,6.11E+09, ,2.322583E+04,0.8747280203,1.060788287,0.777291167,3.63E-01,4679.549184,178768.5793,5.65E+04,7.46E+04,1.26E+05,6.04E+04,1.68E+03,6.60E+04,466527074.1,36464.46476, ,7.73E-01,8.26E-01,6.26E-01,3.69E-01,1.279401953,0.2722131814,,0.1738816808,0.000003727150908,268301.4519,,,
2010-01-01T19:37:59.855000, 2010-01-01T19:47:59.879000,-7.661595E-10,4.416468E-09,4.806645E-11,4.537650E-09,11461031.84,-291335.484,-15233.78862,841.2134424,291746.0909,20709.20742,20570.39505,20774.9072,9471403.201,275436.6753,122645.6407,,2.56E+04,2.61E+04,5.43E+09, ,2.923601E+04,0.5017538679,0.4950499687,0.504942537,4.35E-01,4457.156434,173621.8341,4.78E+04,7.39E+04,1.15E+05,6.75E+04,1.73E+03,4.73E+04,464328324.9,36784.26345, ,6.88E-01,9.71E-01,6.28E-01,4.04E-01,1.262301542,0.2685747962,,0.581633516,0.00001252634149,79831.76899,,,
2010-01-01T20:12:47.703000, 2010-01-01T20:22:47.727000,-1.606506E-09,4.396324E-09,-1.172030E-09,4.869559E-09,12343569.99,-292637.649,-18979.97901,345.7763943,293264.4078,19611.97838,20550.61255,19108.10037,9665462,278542.4318,123169.3237,,2.56E+04,2.21E+04,5.66E+09, ,3.023210E+04,0.4208295841,0.4620755549,0.3994831622,4.66E-01,4625.582266,175391.4773,4.10E+04,6.36E+04,1.07E+05,6.31E+04,1.71E+03,4.41E+04,466744801.4,34259.66093, ,7.39E-01,1.14E+00,7.34E-01,4.35E-01,1.362374258,0.2898668634,,0.2426092498,0.000005197899347,192385.4106,,,
2010-01-02T00:58:23.254000, 2010-01-02T01:08:23.278000,2.854222E-10,-2.064349E-09,5.941380E-09,6.478612E-09,7226087.909,-302354.3868,-6434.472869,-16030.02875,302895.5302,18431.00039,17257.67076,18760.34595,6199451.151,279318.6454,150728.9333,,1.80E+04,2.13E+04,2.33E+09, ,5.256896E+04,0.1229246894,0.1077719304,0.1273570494,6.21E-01,3539.139145,140466.8354,3.02E+04,6.18E+04,1.14E+05,8.62E+04,2.13E+03,2.78E+04,482073208.7,37475.265, ,5.59E-01,1.59E+00,7.80E-01,4.23E-01,1.286377051,0.2736972448,,0.1356652748,0.000002814204821,355340.1631,,,
2010-01-02T02:06:47.097000, 2010-01-02T02:16:47.121000,3.812237E-10,-3.298735E-09,5.452608E-09,6.392619E-09,7962139.919,-301077.5375,18409.03267,-8874.874156,301771.5066,17483.45293,17731.17207,17344.34822,6518704.009,280079.2008,153694.273,,1.90E+04,1.82E+04,2.57E+09, ,4.941547E+04,0.1251781457,0.1287505181,0.1231941443,6.12E-01,3715.017979,144038.2407,2.83E+04,5.69E+04,1.09E+05,8.01E+04,2.08E+03,2.90E+04,480284269.6,35711.32633, ,6.00E-01,1.70E+00,8.44E-01,4.41E-01,1.344907397,0.2861505101,,1.178152065,0.00002453030714,40765.89804,,,
2010-01-02T03:02:55.309000, 2010-01-02T03:12:55.333000,3.538957E-10,-4.505411E-09,5.393607E-09,7.096966E-09,5134645.291,-299681.8798,10422.54824,12044.27205,300115.4291,19238.88183,22210.59248,17513.76846,4893499.948,273137.3164,159033.2183,,2.99E+04,1.86E+04,1.45E+09, ,6.831508E+04,0.07930974464,0.1057029687,0.0657243205,6.80E-01,2983.329626,124797.812,2.58E+04,4.20E+04,1.24E+05,9.15E+04,2.40E+03,3.27E+04,477648540.5,33245.77018, ,5.22E-01,1.85E+00,1.14E+00,3.85E-01,1.436719733,0.3056850495,,0.6342631637,0.00001327886741,75307.62747,,,
2010-01-02T03:17:10.449000, 2010-01-02T03:27:10.473000,6.032460E-10,-3.041617E-09,6.254487E-09,7.073437E-09,5795511.916,-299814.6626,13828.92784,8786.361131,300293.8077,19215.25869,21979.22105,17502.49992,5410467.187,270948.3582,154109.0391,,2.93E+04,1.86E+04,1.77E+09, ,6.408902E+04,0.08989286133,0.1176135414,0.07458180715,6.78E-01,3169.508486,131224.3895,2.58E+04,4.19E+04,1.19E+05,8.62E+04,2.28E+03,3.24E+04,477932438.7,32476.95791, ,5.55E-01,1.85E+00,1.14E+00,4.03E-01,1.471604699,0.3131073828,,0.2307395819,0.000004827870285,207130.6686,,,
2010-01-02T05:02:32.228000, 2010-01-02T05:12:32.252000,2.022440E-09,5.152333E-10,7.258481E-09,7.576619E-09,5182660.996,-299698.7392,21135.08983,-8490.69614,300569.2984,16541.46745,18615.00891,15372.67569,4847303.112,274376.9485,156674.5759,,2.10E+04,1.43E+04,1.42E+09, ,7.259356E+04,0.05192205908,0.065755235,0.04484383725,7.26E-01,2997.246201,124207.3415,2.12E+04,4.09E+04,1.19E+05,9.30E+04,2.41E+03,2.56E+04,478370895.8,32928.94423, ,5.15E-01,2.26E+00,1.17E+00,4.03E-01,1.452736816,0.3090929396,,0.1262969521,0.000002640147074,378766.7778,,,
2010-01-02T06:30:59.156000, 2010-01-02T06:40:59.180000,1.511056E-09,7.762787E-10,6.940282E-09,7.166844E-09,6465497.85,-297346.8489,21501.57216,-11427.0547,298356.0378,14739.54871,15978.05185,14057.27074,5553171.81,274856.2942,142779.6234,,1.55E+04,1.20E+04,1.87E+09, ,6.147888E+04,0.05747995973,0.0675453932,0.05228174814,6.87E-01,3347.70363,132943.6911,2.05E+04,4.40E+04,1.09E+05,8.54E+04,2.26E+03,2.33E+04,474848382.1,32967.70156, ,5.56E-01,2.32E+00,1.08E+00,4.37E-01,1.440344215,0.3064562159,,0.2307549452,0.000004859549992,205780.3709,,,
2010-01-02T06:44:06.032000, 2010-01-02T06:54:06.056000,1.375653E-09,-1.723289E-10,6.533413E-09,6.701056E-09,8651898.163,-296775.7849,25398.54514,-12320.64534,298133.4094,15420.27615,15496.48886,15362.73039,6913080.545,271958.7625,128584.4213,,1.45E+04,1.43E+04,2.89E+09, ,4.969201E+04,0.09629663655,0.09725085609,0.09557925339,6.42E-01,3872.591758,148331.3624,2.39E+04,5.03E+04,1.01E+05,7.71E+04,2.02E+03,2.41E+04,474494058,33329.22862, ,6.15E-01,1.98E+00,9.43E-01,4.69E-01,1.423657485,0.3029058479,,0.4614829192,0.000009725789215,102819.4194,,,
2010-01-02T08:09:24.543000, 2010-01-02T08:19:24.567000,8.388459E-10,4.342393E-09,4.749231E-09,6.531990E-09,9528998.63,-290797.1727,11197.90148,-9588.490874,291182.4156,13321.82832,14102.75542,12892.17263,6731352.263,283866.0499,128820.3806,,1.20E+04,1.01E+04,2.74E+09, ,4.615523E+04,0.08330783344,0.09336113504,0.07802080012,6.26E-01,4064.149261,146368.7408,2.06E+04,4.76E+04,9.39E+04,7.14E+04,2.05E+03,2.25E+04,463431207.9,32637.50065, ,6.49E-01,2.25E+00,9.73E-01,4.93E-01,1.419934734,0.3021137731,,0.6360498879,0.00001372479619,72860.82692,,,
2010-01-02T08:34:02.155000, 2010-01-02T08:44:02.179000,1.002758E-09,4.409612E-09,4.703388E-09,6.605900E-09,10031819.76,-290419.6649,10862.25957,-9338.19306,290778.5794,12665.92835,12771.03919,12606.89705,6156865.049,294035.219,120842.7088,,9.88E+03,9.63E+03,2.30E+09, ,4.549264E+04,0.07751606691,0.0788079718,0.07679520212,6.33E-01,4169.998298,139983.5472,1.99E+04,4.93E+04,9.17E+04,7.16E+04,2.14E+03,2.02E+04,462788482.5,33786.59499, ,6.47E-01,2.32E+00,9.39E-01,5.04E-01,1.36973993,0.2914340277,,0.1263291982,0.000002729739459,366335.328,,,
2010-01-02T08:59:32.575000, 2010-01-02T09:09:32.599000,1.219944E-09,4.465650E-09,4.764062E-09,6.738460E-09,10421026.23,-288983.7074,7965.095292,-5993.160174,289175.9349,12426.58954,12500.04433,12386.30198,6258604.736,291057.1501,119380.1096,,9.46E+03,9.29E+03,2.37E+09, ,4.553071E+04,0.07448948698,0.07537271905,0.0740072735,6.45E-01,4250.12068,141135.3938,1.92E+04,4.82E+04,8.97E+04,7.03E+04,2.12E+03,1.94E+04,460237794.7,33313.34915, ,6.55E-01,2.40E+00,9.55E-01,5.13E-01,1.381541654,0.2939450327,,0.242561259,0.00000527034637,189740.85,,,
2010-01-02T10:57:32.066000, 2010-01-02T11:07:32.090000,1.819739E-09,5.248274E-09,4.132743E-09,6.972816E-09,7690157.703,-289712.8914,6296.320889,-8305.6208,289901.8982,15016.44042,15240.12863,14859.2652,4705551.393,310652.0417,113678.0132,,1.41E+04,1.34E+04,1.34E+09, ,5.484532E+04,0.0749643533,0.0772143588,0.07340328083,6.68E-01,3651.015195,122377.7426,2.22E+04,4.47E+04,1.04E+05,8.13E+04,2.45E+03,2.28E+04,461393201.2,34341.742, ,5.68E-01,2.07E+00,1.03E+00,4.43E-01,1.343534644,0.2858584349,,0.3071994973,0.000006658084612,150193.3451,,,
2010-01-02T13:44:22.125000, 2010-01-02T13:54:22.149000,1.354528E-10,4.346732E-09,5.413495E-09,6.957914E-09,8346181.703,-284818.7067,5427.658043,-8614.361283,285003.0868,15122.51747,15079.35857,15141.64685,4996703.637,290528.7364,108381.3198,,1.38E+04,1.39E+04,1.51E+09, ,5.253323E+04,0.0828666778,0.08239435805,0.08307645641,6.67E-01,3803.557053,126106.9358,2.27E+04,4.51E+04,1.02E+05,7.89E+04,2.38E+03,2.26E+04,453596500.6,33938.65842, ,5.75E-01,2.00E+00,1.01E+00,4.47E-01,1.336518654,0.284365671,,0.2426252538,0.000005348922522,186953.5399,,,
2010-01-02T14:15:54.657000, 2010-01-02T14:25:54.681000,-1.071785E-10,2.506959E-09,4.809797E-09,5.584322E-09,9580647.33,-281173.3647,14348.64913,-5408.199687,281604.8638,21240.29389,21084.46135,21290.93128,6906171.553,277842.1774,125498.5109,,2.69E+04,2.75E+04,2.89E+09, ,3.935248E+04,0.2913244279,0.2870654197,0.2927151331,5.35E-01,4075.148547,148257.2221,3.98E+04,6.08E+04,1.13E+05,7.37E+04,2.02E+03,3.94E+04,448188060.7,36021.9519, ,6.08E-01,1.13E+00,7.38E-01,3.96E-01,1.244208148,0.2647251379,,0.2933421549,0.00000654506848,152786.7895,,,
2010-01-03T00:12:41.514000, 2010-01-03T00:22:41.537000,-2.372816E-10,5.057049E-09,-2.527274E-09,5.665396E-09,6703151.894,-275572.607,-9712.769663,-3195.219588,275764.4603,28409.06793,30843.31388,27105.69992,5399460.518,248762.639,129408.2025,,5.76E+04,4.45E+04,1.77E+09, ,4.772982E+04,0.3542700454,0.4175827306,0.3225089081,5.43E-01,3408.674625,131090.8448,4.99E+04,5.29E+04,1.41E+05,8.39E+04,2.29E+03,5.68E+04,438892769.9,35700.36898, ,5.23E-01,8.79E-01,8.29E-01,3.12E-01,1.229378806,0.2615699587,,0.551797597,0.0000125724923,79538.72439,,,
2010-01-03T00:22:41.537000, 2010-01-03T00:32:41.561000,-3.457007E-10,4.554768E-09,-2.983638E-09,5.485182E-09,6835510.401,-275330.9815,-6208.937337,-1351.294232,275409.638,29523.40558,33890.72612,27059.91294,5380532.406,252591.1129,137887.2818,,6.96E+04,4.44E+04,1.75E+09, ,4.576195E+04,0.4162207951,0.5484696704,0.3496581528,5.25E-01,3442.163472,130860.8699,5.15E+04,5.13E+04,1.44E+05,7.98E+04,2.29E+03,6.45E+04,438328052.6,35220.96251, ,5.49E-01,8.51E-01,8.55E-01,3.04E-01,1.244509012,0.2647891515,,0.2338463455,0.000005334961888,187442.7636,,,
2010-01-03T01:29:34.025000, 2010-01-03T01:39:34.049000,1.116154E-10,4.868020E-09,-2.497517E-09,5.558509E-09,7050452.414,-275959.1122,-13089.49993,-10390.29078,276486.6166,30388.18732,34269.61146,28193.33806,5738055.231,245213.705,133930.6829,,7.11E+04,4.81E+04,1.99E+09, ,4.566136E+04,0.4429062873,0.5632751825,0.3812371846,5.32E-01,3495.86385,135138.6386,5.29E+04,5.14E+04,1.44E+05,7.96E+04,2.22E+03,6.44E+04,440042117.3,34768.1714, ,5.53E-01,8.31E-01,8.57E-01,3.06E-01,1.265646422,0.2692864728,,0.2041063514,0.000004638336727,215594.5242,,,
2010-01-03T01:39:34.049000, 2010-01-03T01:49:34.073000,-1.099843E-10,4.688474E-09,-2.871789E-09,5.552351E-09,7354691.004,-274089.4932,-12080.96192,-6373.184883,274433.5838,31602.15211,35616.77281,29367.92873,5806127.936,244038.6325,130937.8249,,7.68E+04,5.22E+04,2.04E+09, ,4.465743E+04,0.5007786516,0.6360944705,0.4324731239,5.32E-01,3570.493386,135937.8753,5.52E+04,5.10E+04,1.45E+05,7.80E+04,2.21E+03,6.70E+04,436774614.1,34526.53907, ,5.60E-01,7.91E-01,8.57E-01,3.01E-01,1.265040244,0.2691574987,,0.2308164324,0.000005284566111,189230.2942,,,
2010-01-03T03:18:13.420000, 2010-01-03T03:28:13.444000,-7.321423E-10,5.559666E-09,-2.054062E-09,5.998037E-09,7464059.598,-273310.2993,-15660.87234,-15828.88799,274230.9403,28848.5068,32505.5995,26820.37968,5949045.131,250168.3899,125674.7402,,6.40E+04,4.36E+04,2.14E+09, ,4.788733E+04,0.3629154803,0.4607604312,0.3136813216,5.75E-01,3596.94309,137600.7525,4.67E+04,4.63E+04,1.34E+05,7.75E+04,2.18E+03,5.66E+04,436452097,32887.89186, ,5.63E-01,9.35E-01,9.44E-01,3.26E-01,1.327090526,0.2823596863,,0.1591109679,0.000003645553979,274306.7325,,,
2010-01-03T04:10:52.516000, 2010-01-03T04:20:52.540000,4.021530E-10,4.847917E-09,-3.997852E-09,6.333400E-09,8291720.902,-279565.5182,-11423.77282,-9709.420831,279971.7801,26240.72779,30246.476,23979.17895,6380712.972,255297.0998,122304.9755,,5.54E+04,3.48E+04,2.47E+09, ,4.797485E+04,0.2991744788,0.3974864755,0.249828171,6.07E-01,3791.12719,142505.551,3.95E+04,4.15E+04,1.22E+05,7.23E+04,2.10E+03,4.99E+04,445588927.4,30934.36168, ,6.17E-01,1.13E+00,1.07E+00,3.65E-01,1.440433561,0.3064752256,,0.3772338672,0.000008465961429,118120.0751,,,
2010-01-03T06:36:58.091000, 2010-01-03T06:46:58.115000,-1.288511E-09,6.155285E-09,-3.252804E-09,7.137834E-09,9534294.004,-279716.708,-14152.76606,-12301.15249,280359.9021,23548.40246,24902.76724,22830.04764,7490381.802,269523.1076,120133.5936,,3.76E+04,3.16E+04,3.40E+09, ,5.042213E+04,0.2181124958,0.2439230641,0.2050082242,6.84E-01,4065.278352,154400.6609,3.34E+04,4.22E+04,1.08E+05,7.15E+04,1.94E+03,3.64E+04,446206642.6,30079.41122, ,6.24E-01,1.34E+00,1.06E+00,4.13E-01,1.483428779,0.3156231445,,0.4005464331,0.000008976702606,111399.4797,,,
2010-01-03T07:47:59.439000, 2010-01-03T07:57:59.463000,-1.253216E-09,6.452266E-09,-2.769490E-09,7.142296E-09,12101441.6,-283872.7141,-14470.67842,-22940.93977,285165.9641,22372.63449,22499.67926,22308.0101,9046959.144,271553.5435,117743.9051,,3.07E+04,3.01E+04,4.96E+09, ,4.478353E+04,0.2495730469,0.2524155351,0.2481333226,6.84E-01,4579.990445,169686.9688,3.26E+04,4.52E+04,9.82E+04,6.53E+04,1.77E+03,3.29E+04,453855727.8,29780.37882, ,6.95E-01,1.39E+00,1.00E+00,4.62E-01,1.52400925,0.3242572872,,0.2906831763,0.000006404748436,156134.1573,,,
2010-01-03T10:11:05.982000, 2010-01-03T10:21:06.006000,1.583540E-09,-7.001473E-09,6.426168E-10,7.345727E-09,14809816.31,-293257.5031,-9128.640957,-23665.0148,294384.4029,28315.0695,31068.11413,26807.98006,12042611.76,273801.6583,127633.4507,,5.85E+04,4.35E+04,8.78E+09, ,4.163504E+04,0.4625059248,0.5568161465,0.4145817881,7.04E-01,5066.649401,195775.1295,3.81E+04,3.98E+04,1.00E+05,5.60E+04,1.53E+03,4.42E+04,468527329,26509.92153, ,8.36E-01,1.23E+00,1.18E+00,4.68E-01,1.767365959,0.3760353105,,0.5713449588,0.00001219448522,82004.28161,,,
2010-01-03T14:24:30.545000, 2010-01-03T14:34:30.569000,2.074456E-09,-6.083950E-09,-1.871460E-09,6.770883E-09,12265705.17,-293676.4363,-136.9082256,-21866.50271,294506.8655,25837.94004,29783.37314,23589.79035,10280401.56,271645.5659,134011.9896,,5.37E+04,3.37E+04,6.40E+09, ,4.216946E+04,0.375421904,0.4988288934,0.3129334571,6.49E-01,4610.969802,180884.8594,3.64E+04,4.06E+04,1.05E+05,5.94E+04,1.66E+03,4.59E+04,468722234.3,27707.65542, ,7.90E-01,1.29E+00,1.15E+00,4.45E-01,1.691670505,0.3599298946,,0.3054755328,0.000006517197404,153440.1888,,,
2010-01-03T14:59:48.936000, 2010-01-03T15:09:48.960000,3.426826E-09,-4.599865E-09,2.380464E-09,6.298136E-09,7722616.693,-283329.3401,-10855.22765,-14797.80441,283949.6867,22653.89535,21764.12285,23016.25434,9799758.105,270687.3556,136263.4719,,2.87E+04,3.21E+04,5.82E+09, ,4.943435E+04,0.2100043052,0.193831678,0.2167762577,6.03E-01,3658.712272,176605.7564,3.82E+04,5.88E+04,1.19E+05,8.32E+04,1.70E+03,3.61E+04,451919962.3,32872.64109, ,5.43E-01,1.18E+00,7.69E-01,3.79E-01,1.374760127,0.2925021546,,0.1924105526,0.000004257624549,234872.7532,,,
2010-01-03T15:40:53.800000, 2010-01-03T15:50:53.824000,4.697817E-09,-2.841761E-09,1.735244E-09,5.837544E-09,8372364.853,-280027.5321,-1205.204964,-18484.21901,280688.6686,23712.38323,24112.45099,23417.12103,10945111.43,272301.397,133847.398,,3.52E+04,3.32E+04,7.26E+09, ,4.400532E+04,0.2903622308,0.300242681,0.2831761774,5.59E-01,3809.518529,186641.0938,4.19E+04,5.77E+04,1.21E+05,7.77E+04,1.61E+03,4.31E+04,446729890.7,31775.79708, ,5.75E-01,1.07E+00,7.74E-01,3.70E-01,1.40588099,0.299123615,,0.2572244418,0.000005757941144,173673.1889,,,
