Tstart,Tend,Bx,By,Bz,Bmag_avg,Ni_avg,Vx,Vy,Vz,VSW,Vth_mag_Ion,Vth_para_Ion,Vth_perp_Ion,Ne,Ue,Te,,Ti,Ti_para,Ti_perp, ,VA,Beta,Beta_para,Beta_perp,Omega_i,omega_pi,omega_pe,rho_i,rho_s,rho_c,d_i,d_e,sigma_i,Lperp,lambda_d, ,f_di,f_rhoi,f_rhos,f_rhoc,f_lambdad,f_lambdad scaled,,f_brk,k_brk,l_brk,,eps0,8.85E-12
2010-03-02T22:55:47.623000, 2010-03-02T23:05:47.739000,-2.489374E-09,3.469076E-09,4.182489E-09,6.110397E-09,7159374.85,-415196.4221,27273.95804,14749.39175,416387.9035,41554.88737,41576.48907,41524.30719,7031411.349,373282.8961,182287.0706,,1.05E+05,1.04E+05,2.99E+09, ,4.981165E+04,0.695956987,0.696680741,0.6949330566,5.85E-01,3522.764152,149595.4657,7.09E+04,6.62E+04,1.56E+05,8.50E+04,2.00E+03,7.10E+04,662701930.9,38925.23627, ,7.79E-01,9.34E-01,1.00E+00,4.25E-01,1.702499444,0.3622339242,,0.6188259793,0.000009337923287,107090.1922,,,
2010-03-02T23:41:09.903000, 2010-03-02T23:51:09.927000,3.756570E-09,-4.117969E-09,5.800827E-10,5.811885E-09,6380144.761,-417174.4321,34186.10767,12399.58244,418776.3572,43639.23768,52251.63025,38516.83813,6318312.402,378542.17,186543.5336,,1.65E+05,8.99E+04,2.42E+09, ,5.018810E+04,0.7560539754,1.083922373,0.5889789145,5.57E-01,3325.533168,141807.0181,6.92E+04,5.20E+04,1.73E+05,7.96E+04,2.11E+03,9.39E+04,666503272.9,35817.81146, ,8.38E-01,9.63E-01,1.28E+00,3.84E-01,1.86081518,0.3959181234,,0.6359220177,0.000009541168716,104808.9631,,,
2010-03-08T01:29:43.445000, 2010-03-08T01:39:43.469000,3.984434E-09,-3.927827E-10,1.489541E-11,4.005912E-09,7603196.128,-360825.7779,-7929.974988,-2603.002778,360922.8773,33785.88799,33200.23171,34073.18578,6958670.171,312310.8535,144835.4774,,6.68E+04,7.03E+04,2.93E+09, ,3.168855E+04,1.136752781,1.09768462,1.1561677,3.84E-01,3630.313361,148819.6584,8.88E+04,9.25E+04,1.70E+05,8.33E+04,2.01E+03,8.65E+04,574426600,44554.32297, ,6.90E-01,6.47E-01,6.21E-01,3.38E-01,1.289272424,0.2743132818,,0.5426971002,0.000009447631781,105846.6315,,,
2010-03-08T02:29:26.385000, 2010-03-08T02:39:26.409000,3.489575E-09,-1.910722E-09,1.286111E-09,4.188907E-09,8871658.425,-358310.1595,-10950.60254,-5703.914836,358523.4943,32130.45414,37570.92422,29026.64134,8105503.612,333905.9945,139823.1618,,8.55E+04,5.10E+04,3.98E+09, ,3.067590E+04,1.097082185,1.500061939,0.895362721,4.01E-01,3921.465725,160615.3983,7.23E+04,6.54E+04,1.63E+05,6.91E+04,1.87E+03,9.36E+04,570607863.4,36898.7863, ,8.26E-01,7.89E-01,8.72E-01,3.51E-01,1.546413638,0.3290241782,,0.4850789259,0.000008501090802,117631.9632,,,
2010-03-08T03:45:08.700000, 2010-03-08T03:55:08.724000,-8.154606E-10,-3.619371E-09,3.473662E-09,5.644739E-09,12906450.34,-355524.8639,-18634.25818,-7534.243767,356096.4483,32659.37667,35944.86895,30866.70795,11023691.15,323722.5036,138756.8249,,7.83E+04,5.77E+04,7.36E+09, ,3.427200E+04,0.9081066278,1.100005537,0.8111509621,5.41E-01,4729.8724,187309.8843,5.71E+04,5.37E+04,1.26E+05,5.99E+04,1.60E+03,6.65E+04,566745099.6,31557.12124, ,9.46E-01,9.93E-01,1.05E+00,4.48E-01,1.795934094,0.3821136371,,0.3477097433,0.000006135205114,162993.7356,,,
2010-03-08T07:01:31.415000, 2010-03-08T07:11:31.439000,5.385830E-09,-1.347771E-09,-1.561560E-09,5.800319E-09,4155863.018,-313438.0501,-2164.630778,-23641.33681,314345.3093,19170.83556,20105.3445,18675.8847,5370675.529,282036.3274,151458.934,,2.45E+04,2.11E+04,1.75E+09, ,6.206122E+04,0.09542044574,0.1049499884,0.09055693707,5.56E-01,2683.963649,130740.9495,3.36E+04,5.91E+04,1.45E+05,1.09E+05,2.29E+03,3.62E+04,500296098.2,38093.18793, ,4.60E-01,1.49E+00,8.46E-01,3.45E-01,1.313347938,0.2794357315,,0.1262862085,0.000002524229331,396160.5183,,,
2010-03-08T08:35:42.054000, 2010-03-08T08:45:42.078000,5.895824E-09,-7.149637E-11,-1.489114E-09,6.085290E-09,2782651.9,-323494.6487,3377.210072,-11848.49362,323733.1386,18025.93943,16916.48803,18515.35616,3838587.978,274832.1328,164873.1943,,1.73E+04,2.08E+04,8.92E+08, ,7.957028E+04,0.05132087481,0.04519794059,0.05414550102,5.83E-01,2196.218057,110530.7016,3.18E+04,6.93E+04,1.69E+05,1.40E+05,2.71E+03,2.90E+04,515237292.5,44185.55055, ,3.67E-01,1.62E+00,7.44E-01,3.04E-01,1.166076435,0.2481013691,,0.329836948,0.000006401651294,156209.6956,,,
2010-03-08T09:10:10.490000, 2010-03-08T09:20:10.514000,5.861518E-09,-2.111956E-10,-1.505813E-09,6.063377E-09,2599257.211,-322081.4146,693.1519466,-8786.368359,322209.5816,16765.55193,16269.40851,16988.31936,3612356.746,239571.1193,174309.6497,,1.60E+04,1.75E+04,7.90E+08, ,8.203306E+04,0.04176936186,0.03933377758,0.04288673292,5.81E-01,2122.612151,107224.1208,2.92E+04,6.82E+04,1.71E+05,1.43E+05,2.80E+03,2.80E+04,512812476.2,44452.57606, ,3.58E-01,1.75E+00,7.52E-01,3.00E-01,1.153617004,0.2454504265,,0.4972256443,0.000009696052013,103134.7603,,,
2010-03-08T09:30:58.102000, 2010-03-08T09:40:58.126000,5.682821E-09,-9.586019E-10,-1.161972E-09,5.884694E-09,2865944.512,-318064.1725,-6629.428448,-4721.558009,318172.7677,17087.42064,16702.76918,17254.45835,3980820.606,257433.5557,169397.8752,,1.69E+04,1.80E+04,9.60E+08, ,7.582092E+04,0.05078961977,0.04852872707,0.05178745891,5.64E-01,2228.845198,112559.8435,3.06E+04,6.85E+04,1.65E+05,1.36E+05,2.66E+03,2.96E+04,506387687.4,43536.76547, ,3.73E-01,1.65E+00,7.39E-01,3.06E-01,1.163126571,0.2474737386,,0.7547658605,0.00001490490151,67092.02336,,,
2010-03-08T11:06:02.654000, 2010-03-08T11:16:02.678000,5.450505E-09,-5.213780E-10,-1.456039E-09,5.686014E-09,2688828.39,-316998.6329,-2774.68385,-4653.96816,317076.502,17639.1229,29889.20298,17632.79083,3730093.026,261133.2444,173213.3671,,5.41E+04,1.88E+04,8.43E+08, ,7.563545E+04,0.05438800515,0.156162886,0.0543489639,5.45E-01,2158.875312,108957.4696,3.24E+04,4.10E+04,1.94E+05,1.39E+05,2.75E+03,5.49E+04,504642926.3,35124.56486, ,3.64E-01,1.56E+00,1.23E+00,2.61E-01,1.436723638,0.3056858805,,0.1262862085,0.00000250248645,399602.5633,,,
2010-03-08T12:21:10.653000, 2010-03-08T12:31:10.677000,5.671413E-09,-7.108670E-10,-2.217971E-09,6.140332E-09,2817940.368,-331111.17,-11023.22253,-1215.156209,331369.106,21087.76932,34910.79588,11112.53512,3753833.297,275562.0857,165374.1007,,7.38E+04,7.48E+03,8.54E+08, ,7.978568E+04,0.069857233,0.1914562705,0.019398868,5.88E-01,2210.099959,109303.6509,1.89E+04,2.00E+04,1.31E+05,7.15E+04,2.74E+03,5.94E+04,527390312.1,25628.83133, ,7.38E-01,2.79E+00,2.64E+00,4.03E-01,2.057800862,0.4378299707,,0.5864591693,0.00001112002166,89927.8824,,,
2010-03-08T13:52:08.645000, 2010-03-08T14:02:08.669000,5.459757E-09,-1.630476E-09,-1.404178E-10,5.707389E-09,1960926.251,-321245.8531,-22546.11711,15402.4058,322410.2247,14926.09534,14485.87982,15135.40232,3927327.201,279905.541,165374.6408,,1.27E+04,1.39E+04,9.34E+08, ,8.890085E+04,0.02818906191,0.02655082112,0.02898518925,5.47E-01,1843.642231,111801.0082,2.77E+04,7.06E+04,1.91E+05,1.65E+05,2.68E+03,2.65E+04,513131809.6,44317.92444, ,3.11E-01,1.85E+00,7.27E-01,2.68E-01,1.157842602,0.2463494898,,0.3181409574,0.000006199985099,161290.7102,,,
2010-03-08T16:27:40.664000, 2010-03-08T16:37:40.688000,4.102337E-09,-4.177884E-09,-3.244529E-10,5.872847E-09,3586335.042,-332283.5546,-28939.13609,10043.75843,333695.0201,15845.84598,14495.34297,16476.37477,4436006.733,315250.8844,156682.257,,1.27E+04,1.64E+04,1.19E+09, ,6.764291E+04,0.05487648331,0.04592111272,0.05933059932,5.63E-01,2493.282261,118821.0198,2.93E+04,7.27E+04,1.51E+05,1.25E+05,2.52E+03,2.58E+04,531092119.3,43854.85082, ,4.25E-01,1.81E+00,7.31E-01,3.52E-01,1.211022519,0.2576643658,,0.5145735182,0.000009688969192,103210.1538,,,
2010-03-08T17:51:33.247000, 2010-03-08T18:01:33.271000,2.568854E-09,-3.963071E-09,2.463140E-09,5.343270E-09,4122439.457,-326893.327,-28275.59026,19298.15915,328693.5902,21064.03009,26956.87764,17302.50449,4485590.154,302676.9614,158329.7309,,4.40E+04,1.81E+04,1.22E+09, ,5.740226E+04,0.1346557537,0.2205368448,0.09085732024,5.12E-01,2673.148961,119483.2349,3.38E+04,4.53E+04,1.45E+05,9.21E+04,2.51E+03,5.27E+04,523132096.4,35412.61455, ,5.68E-01,1.55E+00,1.15E+00,3.61E-01,1.477247876,0.3143080588,,0.3771115814,0.00000720872575,138720.7718,,,
2010-03-08T19:22:50.099000, 2010-03-08T19:32:50.123000,3.987384E-09,-4.553419E-09,1.968953E-09,6.381284E-09,4512219.767,-337510.3885,-28208.17093,4582.780119,338719.4717,18470.92674,20233.52438,17502.68095,5012079.19,303964.5137,163142.3977,,2.48E+04,1.86E+04,1.52E+09, ,6.552575E+04,0.07946089125,0.09534965684,0.07134856007,6.11E-01,2796.669456,126300.811,2.86E+04,5.19E+04,1.35E+05,1.02E+05,2.37E+03,3.31E+04,539088782.4,36822.82363, ,5.31E-01,1.88E+00,1.04E+00,4.00E-01,1.464007182,0.3114908897,,0.4537002272,0.000008416057651,118820.4788,,,
2010-03-08T21:12:27.454000, 2010-03-08T21:22:27.478000,7.078233E-10,-4.308875E-09,4.866242E-09,6.554886E-09,3256800.506,-376373.319,-621.6754079,1408.694509,376379.5465,21504.52686,24773.56956,19652.9508,3326051.419,318130.1051,153404.4085,,3.72E+04,2.34E+04,6.70E+08, ,7.922616E+04,0.07367541676,0.0977777395,0.06153445404,6.28E-01,2375.973518,102887.273,3.13E+04,4.50E+04,1.55E+05,1.15E+05,2.91E+03,3.95E+04,599026653.1,38278.12416, ,5.19E-01,1.91E+00,1.33E+00,3.87E-01,1.564932102,0.3329642771,,0.1737894309,0.000002901196967,344685.3183,,,
2010-03-09T00:51:27.261000, 2010-03-09T01:01:27.285000,4.623166E-09,1.862110E-10,1.043113E-09,4.759895E-09,2191518.399,-359190.9593,13004.09058,1721.169961,359438.5737,14522.24074,16218.8334,13515.79111,3617159.916,279151.3847,146873.1243,,1.59E+04,1.11E+04,7.92E+08, ,7.013323E+04,0.04287651973,0.05348001106,0.03713942748,4.56E-01,1949.030242,107295.3824,2.96E+04,6.36E+04,1.79E+05,1.43E+05,2.79E+03,3.56E+04,572064257.3,43621.30235, ,4.00E-01,1.93E+00,8.99E-01,3.20E-01,1.311433237,0.2790283483,,0.8288941721,0.00001448952913,69015.35523,,,
2010-03-09T01:52:59.037000, 2010-03-09T02:02:59.060000,4.660650E-09,-1.011900E-09,1.992266E-10,4.776692E-09,2487621.656,-354712.7145,16248.86464,1122.898266,355087.9491,17162.91288,18626.57722,16117.67136,3660768.618,294078.2815,150673.4141,,2.10E+04,1.57E+04,8.12E+08, ,6.605933E+04,0.06750154781,0.07950562386,0.05953006105,4.58E-01,2076.529866,107940.2245,3.52E+04,6.67E+04,1.76E+05,1.36E+05,2.78E+03,4.07E+04,565140023.3,44361.41376, ,4.17E-01,1.60E+00,8.47E-01,3.21E-01,1.273945024,0.2710521328,,0.3290688522,0.000005822784419,171739.142,,,
2010-03-09T02:42:34.040000, 2010-03-09T02:52:34.064000,4.201190E-09,-1.953819E-09,1.949841E-09,5.043642E-09,1766957.287,-371060.697,6196.621782,5615.204631,371174.5039,13377.90906,14749.98047,12632.70508,3330772.201,305653.0406,153005.4153,,1.32E+04,9.67E+03,6.72E+08, ,8.276186E+04,0.02612858923,0.0317630628,0.02329872725,4.83E-01,1750.084599,102960.2629,2.61E+04,6.30E+04,1.92E+05,1.62E+05,2.91E+03,3.05E+04,590742570.4,44387.66154, ,3.65E-01,2.26E+00,9.38E-01,3.07E-01,1.330871125,0.2831640691,,0.2736351708,0.000004632054376,215886.9303,,,
2010-03-09T04:48:12.520000, 2010-03-09T04:58:12.543000,4.347325E-09,-9.450376E-10,1.916441E-09,4.862759E-09,1656743.071,-377952.7946,5591.624678,10687.67343,378148.1583,12528.16705,13795.80731,11822.58431,3124818.464,293585.7113,146305.1817,,1.15E+04,8.47E+03,5.91E+08, ,8.240512E+04,0.02311355381,0.02802759892,0.02058337063,4.66E-01,1694.62496,99726.26946,2.54E+04,6.39E+04,1.97E+05,1.67E+05,3.01E+03,2.96E+04,601841486.1,45411.33015, ,3.61E-01,2.37E+00,9.41E-01,3.06E-01,1.325311292,0.2819811259,,0.4615266787,0.000007668575353,130402.3178,,,
2010-03-09T05:18:49.299000, 2010-03-09T05:28:49.323000,4.306635E-09,-7.888300E-10,1.809520E-09,4.748800E-09,1764298.315,-376752.107,7419.349271,6882.974031,376889.3465,12709.29718,13620.54354,12211.3024,3037071.106,287738.0322,150294.49,,1.12E+04,9.03E+03,5.59E+08, ,7.798245E+04,0.02656129961,0.03050669279,0.02452055091,4.55E-01,1748.767313,98316.1033,2.68E+04,6.94E+04,1.95E+05,1.65E+05,3.05E+03,2.99E+04,599838024.9,47384.66966, ,3.64E-01,2.23E+00,8.64E-01,3.08E-01,1.265890486,0.2693384012,,0.4085733825,0.000006811395168,146812.8005,,,
2010-03-09T08:52:50.290000, 2010-03-09T09:02:50.314000,-1.403953E-10,-2.029216E-09,4.626014E-09,5.162933E-09,2356474.931,-374933.9481,20715.93811,-8470.801995,375615.513,16250.86558,16897.49743,15932.55276,2888352.541,325860.691,140375.2885,,1.73E+04,1.54E+04,5.05E+08, ,7.336080E+04,0.049070991,0.05305381402,0.04716746795,4.95E-01,2021.051728,95878.73104,3.22E+04,6.49E+04,1.80E+05,1.45E+05,3.13E+03,3.42E+04,597810655.9,46486.08048, ,4.11E-01,1.86E+00,9.21E-01,3.33E-01,1.285999271,0.2736168661,,0.2159465485,0.000003612290051,276832.6978,,,
2010-03-09T09:18:53.370000, 2010-03-09T09:28:53.394000,3.010445E-10,-1.793534E-09,3.596073E-09,4.480413E-09,3935021.707,-372250.7076,14133.04447,11240.98888,372971.4115,23118.14535,29601.48042,19074.94055,4087657.382,337351.3776,127340.2162,,5.31E+04,2.20E+04,1.01E+09, ,4.926557E+04,0.2202008057,0.3610270868,0.1499130052,4.29E-01,2611.677716,114060.2767,4.44E+04,4.87E+04,1.64E+05,9.47E+04,2.63E+03,6.90E+04,593602437.7,37840.38936, ,6.27E-01,1.34E+00,1.22E+00,3.63E-01,1.56870066,0.3337660979,,0.3179458004,0.000005356207794,186699.2541,,,
2010-03-09T11:08:03.125000, 2010-03-09T11:18:03.149000,-3.036083E-09,-2.243024E-09,4.519604E-09,5.924413E-09,5077904.623,-374912.7791,5303.552449,-1316.230843,374960.8738,21580.3015,18275.75965,23019.06853,4706164.839,313869.9877,130332.3147,,2.02E+04,3.21E+04,1.34E+09, ,5.734586E+04,0.1416155396,0.1015656311,0.1611281375,5.68E-01,2966.800114,122385.7193,4.06E+04,7.28E+04,1.40E+05,1.08E+05,2.45E+03,3.22E+04,596768765.3,43882.69752, ,5.54E-01,1.47E+00,8.20E-01,4.26E-01,1.359918143,0.2893442858,,0.5420885056,0.000009083727853,110086.9617,,,
2010-03-09T11:18:03.149000, 2010-03-09T11:28:03.173000,-1.926531E-10,-4.909283E-09,2.501260E-09,5.757541E-09,6849020.78,-369062.7009,-1710.389498,4502.081371,369144.134,22444.68125,26032.32468,20309.45234,5818195.548,336888.3115,127776.5654,,4.10E+04,2.50E+04,2.05E+09, ,4.798681E+04,0.2187677007,0.2942945521,0.1791235729,5.52E-01,3445.563509,136079.0705,3.68E+04,4.59E+04,1.26E+05,7.87E+04,2.20E+03,4.72E+04,587511136.4,34057.63584, ,7.46E-01,1.60E+00,1.28E+00,4.67E-01,1.725049675,0.3670318457,,0.1261681984,0.000002147503095,465657.0704,,,
2010-03-09T12:01:38.801000, 2010-03-09T12:11:38.825000,3.555713E-09,-3.480025E-09,2.434659E-09,5.582026E-09,5251210.481,-356567.1897,519.2832572,6333.291871,356631.6586,23275.37381,20178.46285,24622.41257,5041276.971,351164.7381,130223.3344,,2.47E+04,3.67E+04,1.54E+09, ,5.313261E+04,0.191898241,0.144229409,0.2147528186,5.35E-01,3017.002919,126668.1584,4.60E+04,7.48E+04,1.43E+05,1.05E+05,2.37E+03,3.77E+04,567596913.3,43503.6913, ,5.40E-01,1.23E+00,7.59E-01,3.97E-01,1.304709776,0.2775978246,,0.1716345667,0.000003023881256,330700.8164,,,
2010-03-09T12:16:51.257000, 2010-03-09T12:26:51.281000,3.198048E-09,-5.134674E-09,8.486145E-10,6.128236E-09,4896272.901,-354411.9909,-1264.597916,408.1440427,354416.9808,22574.65327,23273.18472,22209.19925,4778537.934,337101.0025,133846.0339,,3.28E+04,2.99E+04,1.38E+09, ,6.040901E+04,0.1396493059,0.1484254032,0.1351644262,5.87E-01,2913.257179,123323.1747,3.78E+04,5.40E+04,1.41E+05,1.01E+05,2.43E+03,3.96E+04,564072144.1,38068.75217, ,5.57E-01,1.49E+00,1.04E+00,4.00E-01,1.481719552,0.3152594791,,0.5270265308,0.000009343246894,107029.1743,,,
2010-03-09T13:29:37.117000, 2010-03-09T13:39:37.141000,-2.734508E-09,-4.915928E-10,5.161475E-09,5.889433E-09,4940570.911,-365246.7585,12166.52383,-2451.452436,365487.5146,20962.39217,21800.42206,20461.68928,4207688.206,318830.6104,127133.9434,,2.88E+04,2.54E+04,1.07E+09, ,5.779416E+04,0.1315569413,0.1422859074,0.1253473207,5.64E-01,2926.406049,115722.8052,3.63E+04,5.39E+04,1.39E+05,1.00E+05,2.59E+03,3.86E+04,581691445.9,39249.79679, ,5.82E-01,1.60E+00,1.08E+00,4.20E-01,1.482024096,0.3153242757,,0.5112569767,0.000008789143802,113776.7253,,,
2010-03-09T15:19:16.404000, 2010-03-09T15:29:16.428000,2.941074E-09,-5.209353E-09,1.608477E-09,6.521887E-09,4737563.394,-350976.3129,812.3559578,-2907.892802,351077.081,21731.67893,24938.64304,19765.929,5024380.491,333298.4144,134548.5264,,3.77E+04,2.37E+04,1.53E+09, ,6.535740E+04,0.1105597452,0.1455982339,0.09146289242,6.25E-01,2865.652563,126455.708,3.16E+04,4.23E+04,1.35E+05,9.52E+04,2.37E+03,3.99E+04,558756528.5,33722.65513, ,5.87E-01,1.77E+00,1.32E+00,4.14E-01,1.656917364,0.3525356094,,0.1262539932,0.000002259552896,442565.4305,,,
2010-03-09T16:10:53.032000, 2010-03-09T16:20:53.056000,-1.451724E-09,-3.051244E-09,2.467996E-09,6.642083E-09,6138244.814,-363523.5764,11949.83863,-192.5731189,363851.0843,21128.2563,21984.55943,20506.91238,6131626.085,328513.1614,128726.0472,,2.93E+04,2.55E+04,2.28E+09, ,5.847648E+04,0.1305464115,0.1413426271,0.1229810444,6.36E-01,3261.881053,139696.3339,3.22E+04,4.78E+04,1.24E+05,8.92E+04,2.15E+03,3.46E+04,579086986.2,34203.49257, ,6.49E-01,1.80E+00,1.21E+00,4.68E-01,1.693063903,0.3602263623,,0.5049124712,0.000008719112727,114690.569,,,
2010-03-09T22:28:14.505000, 2010-03-09T22:38:14.529000,3.602871E-11,-5.906675E-09,2.432612E-09,6.463764E-09,10868746.62,-343795.0467,331.0676653,-21728.12605,344487.3444,20359.45468,22648.05703,19104.4443,8010155.014,344573.9387,121647.7968,,3.11E+04,2.21E+04,3.89E+09, ,4.276562E+04,0.2266432244,0.2804609217,0.1995626566,6.19E-01,4340.459911,159667.9089,3.09E+04,4.32E+04,1.01E+05,6.48E+04,1.88E+03,3.66E+04,548268636.9,30621.10521, ,8.46E-01,1.78E+00,1.27E+00,5.41E-01,1.790492646,0.3809558822,,0.6952334944,0.00001268052643,78861.07924,,,
2010-03-09T23:20:53.049000, 2010-03-09T23:30:53.073000,-1.638257E-09,-4.967460E-09,3.992302E-09,6.762896E-09,9796490.078,-342449.166,-44.53386566,-19943.85842,343054.2633,18320.83774,19205.74122,17769.33325,6979908.016,325120.6581,118909.7411,,2.23E+04,1.91E+04,2.95E+09, ,4.712989E+04,0.1511115829,0.1660616098,0.1421508179,6.48E-01,4120.797457,149046.584,2.74E+04,4.47E+04,1.00E+05,7.06E+04,2.01E+03,2.96E+04,545987817.6,32063.87221, ,7.74E-01,1.99E+00,1.22E+00,5.45E-01,1.702813104,0.3623006604,,0.1496563183,0.000002741019369,364827.7759,,,
2010-03-10T00:13:33.709000, 2010-03-10T00:23:33.733000,-4.432072E-09,6.453856E-10,5.951154E-09,7.515741E-09,9305550.343,-359711.9568,15768.76668,-1193.916271,360083.9407,13427.69645,13180.52939,13543.01381,5755440.319,317869.2673,115890.1405,,1.05E+04,1.11E+04,2.01E+09, ,5.374026E+04,0.06243145175,0.06015422163,0.06350838177,7.20E-01,4016.215879,135343.2044,1.88E+04,4.41E+04,9.36E+04,7.53E+04,2.22E+03,1.83E+04,573091390.8,33446.86006, ,7.61E-01,3.05E+00,1.30E+00,6.12E-01,1.713438541,0.3645613916,,0.1262754675,0.000002203408907,453842.2246,,,
2010-03-10T03:24:48.132000, 2010-03-10T03:34:48.156000,-3.916286E-09,-3.228731E-09,6.111929E-09,7.970918E-09,6062649.392,-368726.1577,5132.435293,-5620.818109,368814.7296,17825.1943,17119.61751,18137.97221,4818069.43,316144.5134,127720.0561,,1.78E+04,1.99E+04,1.41E+09, ,7.061162E+04,0.06372593625,0.05878084092,0.06598194968,7.64E-01,3241.733015,123832.233,2.38E+04,4.51E+04,1.17E+05,9.41E+04,2.42E+03,2.24E+04,586986872.9,35205.92203, ,6.24E-01,2.47E+00,1.30E+00,5.04E-01,1.667295838,0.3547437954,,0.4380532323,0.000007462743249,133998.9822,,,
2010-03-10T04:38:20.819000, 2010-03-10T04:48:20.843000,3.540209E-09,-6.227713E-09,2.732534E-09,7.684544E-09,3594029.981,-393095.7206,8739.172523,31175.99073,394438.9909,34728.30192,35975.05597,34071.18267,4189409.891,379492.5438,140575.9958,,7.84E+04,7.03E+04,1.06E+09, ,8.841506E+04,0.1542817506,0.1655580938,0.1484984357,7.36E-01,2495.955655,115471.1801,4.63E+04,4.38E+04,1.67E+05,1.18E+05,2.60E+03,4.89E+04,627769151.4,36142.67771, ,5.33E-01,1.36E+00,1.43E+00,3.77E-01,1.736919319,0.3695573019,,0.2338314759,0.000003724800357,268470.7646,,,
2010-03-10T06:45:03.331000, 2010-03-10T06:55:03.355000,1.862712E-09,-7.750293E-09,1.476724E-09,8.121617E-09,5425160.072,-385588.9005,-14657.0445,7964.793161,385967.2976,28650.2443,33408.89847,25919.37475,5032463.31,365838.362,138499.3461,,6.76E+04,4.07E+04,1.53E+09, ,7.605631E+04,0.1419012252,0.192954006,0.1161391191,7.78E-01,3066.565856,126557.383,3.33E+04,3.37E+04,1.31E+05,8.84E+04,2.37E+03,4.29E+04,614286032.9,30808.06691, ,6.95E-01,1.84E+00,1.82E+00,4.68E-01,1.993912941,0.4242367959,,0.2191074497,0.00000356686361,280358.351,,,
2010-03-10T07:20:04.058000, 2010-03-10T07:30:04.082000,1.273936E-09,-7.571967E-09,2.429519E-09,8.087704E-09,5146374.122,-385132.4732,-8240.711715,16741.7306,385636.0121,29900.26496,35025.39137,26959.20783,4888992.87,361546.9864,136845.6048,,7.43E+04,4.40E+04,1.45E+09, ,7.776311E+04,0.1478437139,0.2028704457,0.1201896425,7.75E-01,2986.735023,124740.3273,3.48E+04,3.34E+04,1.36E+05,9.05E+04,2.40E+03,4.52E+04,613758775.6,30869.8595, ,6.78E-01,1.76E+00,1.84E+00,4.52E-01,1.988213699,0.4230241913,,0.4144840678,0.000006753208007,148077.7727,,,
2010-03-10T07:44:53.446000, 2010-03-10T07:54:53.470000,2.222935E-10,-2.609802E-09,2.759391E-09,4.017437E-09,6155736.811,-385654.3043,29825.12604,-7823.849297,386913.5038,52157.39202,59452.38861,48024.6598,6056292.199,350404.2791,136293.7912,,2.14E+05,1.40E+05,2.22E+09, ,3.531897E+04,2.1807991,2.833495581,1.84889615,3.85E-01,3266.525396,138835.5188,1.25E+05,7.04E+04,2.39E+05,8.45E+04,2.16E+03,1.54E+05,615791966.9,41022.00671, ,7.29E-01,4.93E-01,8.75E-01,2.58E-01,1.501125899,0.3193884891,,0.5503478823,0.000008937237117,111891.403,,,
2010-03-10T08:29:50.610000, 2010-03-10T08:39:50.634000,-4.855822E-10,-5.023482E-09,2.867730E-10,5.208610E-09,5527435.049,-382787.1563,31682.68111,-1148.216724,384211.7981,48615.87669,59015.86033,43571.47205,5640182.55,356662.5302,138743.4492,,2.11E+05,1.15E+05,1.93E+09, ,4.832357E+04,1.012134367,1.491486796,0.8129922268,4.99E-01,3095.336304,133981.1674,8.73E+04,5.01E+04,2.05E+05,8.68E+04,2.24E+03,1.18E+05,611492068.6,35791.98326, ,7.04E-01,7.00E-01,1.22E+00,2.98E-01,1.708460982,0.3635023365,,0.2759115998,0.00000451210431,221626.0821,,,
2010-03-10T08:43:06.318000, 2010-03-10T08:53:06.342000,4.776959E-10,-2.543728E-09,2.101183E-09,3.600298E-09,6619440.014,-381002.5075,38891.83591,434.2342347,383082.6758,47465.83806,47978.59385,47122.81175,6113392.056,351205.3592,135866.4776,,1.39E+05,1.35E+05,2.26E+09, ,3.052297E+04,2.41829183,2.470821851,2.383465087,3.45E-01,3387.323248,139488.467,1.37E+05,9.54E+04,2.27E+05,8.79E+04,2.15E+03,1.39E+05,609695014.6,46796.85108, ,6.94E-01,4.46E-01,6.39E-01,2.69E-01,1.302854787,0.2772031462,,0.3661844575,0.000006006026763,166499.4246,,,
2010-03-10T09:53:07.314000, 2010-03-10T10:03:07.338000,3.557364E-09,-2.609501E-09,8.763093E-10,4.687408E-09,5815479.414,-388510.8418,22841.16692,1731.907197,389222.8081,51451.39554,57171.26812,48159.84443,5920900.361,364218.2197,136604.8899,,1.98E+05,1.40E+05,2.12E+09, ,4.239738E+04,1.472706603,1.818350362,1.29030407,4.49E-01,3174.963805,137274.8739,1.07E+05,6.30E+04,2.16E+05,8.84E+04,2.18E+03,1.27E+05,619467338.8,39267.19646, ,7.01E-01,5.78E-01,9.83E-01,2.87E-01,1.577569561,0.335653098,,0.1978832015,0.000003194408956,313046.956,,,
2010-03-10T11:26:31.953000, 2010-03-10T11:36:31.977000,3.713623E-09,-1.261484E-09,-6.885600E-10,4.078933E-09,6374933.483,-404157.1089,33554.374,10803.20642,405708.471,59057.82418,59444.4848,58813.37786,6304392.727,375451.4663,137518.138,,2.14E+05,2.10E+05,2.41E+09, ,3.523772E+04,2.808919507,2.845820765,2.785714825,3.91E-01,3324.174749,141650.7267,1.51E+05,8.53E+04,2.42E+05,8.98E+04,2.12E+03,1.52E+05,645705086.2,44514.74778, ,7.19E-01,4.29E-01,7.57E-01,2.67E-01,1.45054194,0.3086259448,,0.6358453551,0.000009847302874,101550.6492,,,
